area,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,project,price,city_Islamabad,city_Karachi,city_Lahore,city_Peshawar,city_Rawalpindi,location,location_type_High,location_type_Low,location_type_Medium
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,45500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,1,0,0,0,0,1,Bahria Orchard Phase 4 - Block G1,19500000,0,0,1,0,0,Bahria Orchard Phase 4,0,1,0
500,0,0,0,0,0,0,1,1,DHA Phase 9 Prism,25800000,0,0,1,0,0,DHA Defence,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Z1,45000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,0,0,1,1,1,LDA Avenue - Block D,16000000,0,0,1,0,0,LDA Avenue,0,1,0
500,0,1,1,0,0,1,1,1,LDA Avenue - Block D,19500000,0,0,1,0,0,LDA Avenue,0,1,0
500,0,1,1,0,0,1,1,1,LDA Avenue - Block D,14500000,0,0,1,0,0,LDA Avenue,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block D,17500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block D,18500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,1,0,1,0,0,0,AWT Phase 2,15000000,0,0,1,0,0,AWT Army Welfare Trust,0,1,0
500,0,1,0,1,1,0,1,1,Lake City - Sector M-2,28000000,0,0,1,0,0,Lake City,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block T,37000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block P,25500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block X,24500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block A,26500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block H,23500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block P,19000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,0,0,0,0,0,1,1,DHA Phase 7,28500000,0,0,1,0,0,DHA Defence,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,25000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,0,1,1,Lake City - Sector M-2,26000000,0,0,1,0,0,Lake City,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block T,27000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,23500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,1,0,1,1,1,1,IEP Engineers Town - Block A1,17500000,0,0,1,0,0,IEP Engineers Town - Sector A,0,1,0
500,0,1,1,0,1,1,1,1,IEP Engineers Town - Block E2,16000000,0,0,1,0,0,IEP Engineers Town - Sector A,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block W,33500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,43000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,0,0,0,1,0,Fazaia Housing Scheme Phase 1,26000000,0,0,1,0,0,Fazaia Housing Scheme,0,1,0
500,0,1,1,0,1,0,0,0,AWT Phase 2,19000000,0,0,1,0,0,AWT Army Welfare Trust,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block B,17800000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block C,14000000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block D,16500000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,21500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,0,0,0,0,0,1,1,DHA Phase 7,19500000,0,0,1,0,0,DHA Defence,0,1,0
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block F,35000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block S,34000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block E,44000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Ex Park View,35000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block D,14800000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block E,13799999,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block C,12700000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block M,21600000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block G,22500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,1,0,0,1,1,1,LDA Avenue - Block C,21500000,0,0,1,0,0,LDA Avenue,0,1,0
500,0,1,0,0,0,0,1,0,Fazaia Housing Scheme Phase 1,28500000,0,0,1,0,0,Fazaia Housing Scheme,0,0,1
500,0,1,1,1,1,0,0,1,Chinar Bagh - Punjab Block,7300000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,0,1,1,1,1,IEP Engineers Town - Block C3,22000000,0,0,1,0,0,IEP Engineers Town - Sector A,0,1,0
500,0,1,0,0,0,0,1,0,Fazaia Housing Scheme Phase 1,31500000,0,0,1,0,0,Fazaia Housing Scheme,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block E,36000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,0,1,1,0,1,1,Lake City - Sector M-2,31500000,0,0,1,0,0,Lake City,0,0,1
500,0,1,0,1,1,0,1,1,Lake City - Sector M-3,32500000,0,0,1,0,0,Lake City,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block F,32500000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,1,1,1,0,DHA 11 Rahbar Phase 1 - Block B,33500000,0,0,1,0,0,DHA 11 Rahbar Phase 1,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block H,55000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block T,31000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,0,1,0,1,0,Khayaban-e-Amin - Block C,18500000,0,0,1,0,0,Khayaban-e-Amin,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block T,22000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block X,21200000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block P,34000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block U,30500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,0,1,0,0,1,1,1,Bahria Town - Sector D,18500000,0,0,1,0,0,Bahria Town,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,24000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block J,52500000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block H,65000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block H,61000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block S,33000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,1,0,0,0,0,0,1,0,Sui Gas Society Phase 1 - Block F,41000000,0,0,1,0,0,Sui Gas Society Phase 1,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,41000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Q,26000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Shaheen Block,10000000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block Z2,18500000,0,0,1,0,0,DHA Phase 8,0,1,0
500,1,0,0,0,0,1,1,0,DHA Phase 5 - Block M,32000000,0,0,1,0,0,DHA Phase 5,0,0,1
500,0,1,1,1,1,1,0,0,Barki Road,8500000,0,0,1,0,0,Cantt,0,1,0
500,0,1,1,0,0,1,1,1,LDA Avenue - Block F,15500000,0,0,1,0,0,LDA Avenue,0,1,0
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block M,43500000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,45000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block U,51500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block D,19500000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block D,21500000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block S,40000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,0,0,1,1,1,0,0,Park View City - Tulip Extension Block,32000000,0,0,1,0,0,Park View City,0,0,1
500,0,1,1,1,1,0,1,1,EME Society - Block A,45000000,0,0,1,0,0,EME Society,0,0,1
500,1,0,0,0,1,0,1,0,Eden City - Block B,30000000,0,0,1,0,0,Eden City,0,0,1
500,1,0,0,0,1,1,0,0,NFC 1 - Block C (NE),33500000,0,0,1,0,0,NFC 1,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,90000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block V,32500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,1,1,1,1,0,DHA 11 Rahbar Phase 1 - Block D,38500000,0,0,1,0,0,DHA 11 Rahbar Phase 1,0,0,1
500,0,1,0,0,0,0,1,0,Fazaia Housing Scheme Phase 1,30000000,0,0,1,0,0,Fazaia Housing Scheme,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block N,32500000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block N,22000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block U,36000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,0,0,0,0,0,1,1,DHA Phase 6,67000000,0,0,1,0,0,DHA Defence,0,0,1
500,1,0,0,0,1,1,1,1,LDA City Phase 1 - Jinnah Sector,6500000,0,0,1,0,0,LDA City Phase 1,0,1,0
500,0,0,0,0,0,0,1,1,DHA Phase 6,40000000,0,0,1,0,0,DHA Defence,0,0,1
500,0,1,1,1,1,0,0,1,Chinar Bagh - Rachna Block,13000000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Nishat Block,11500000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block F,45000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block B,62500000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block V,42500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,1,0,0,1,0,0,0,0,AWT Phase 1 - Block D,16500000,0,0,1,0,0,AWT Phase 1,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,43500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,0,1,1,Lake City - Golf Estate 2,30500000,0,0,1,0,0,Lake City,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Z2,19000000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Y,36800000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block Z,20000000,0,0,1,0,0,DHA Phase 8,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block U,32000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block V,28500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block Q,30200000,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block F,23000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Z2,19500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block Q,30000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,0,0,1,1,1,LDA Avenue - Block A,15200000,0,0,1,0,0,LDA Avenue,0,1,0
500,1,0,0,1,0,0,1,0,IEP Engineers Town - Sector A,14000000,0,0,1,0,0,IEP Engineers Town,0,1,0
500,0,0,0,0,0,0,1,1,DHA Phase 7,34500000,0,0,1,0,0,DHA Defence,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block W,55000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block P,31500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block K,60000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,0,0,0,0,0,1,1,DHA Phase 9 Prism,16500000,0,0,1,0,0,DHA Defence,0,1,0
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block N,31500000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block E,17000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,1,1,Lake City - Sector M-2,29000000,0,0,1,0,0,Lake City,0,0,1
500,0,1,1,0,1,1,1,1,IEP Engineers Town - Block C2,20800000,0,0,1,0,0,IEP Engineers Town - Sector A,0,1,0
500,0,1,1,0,1,1,1,1,IEP Engineers Town - Block E5,15500000,0,0,1,0,0,IEP Engineers Town - Sector A,0,1,0
500,1,0,0,1,1,0,0,1,Nespak Housing Society Phase 3 - Block B,21000000,0,0,1,0,0,Nespak Scheme Phase 3,0,1,0
500,1,0,0,1,1,0,1,0,Nasheman-e-Iqbal Phase 2,21500000,0,0,1,0,0,Nasheman-e-Iqbal,0,1,0
500,1,0,0,1,1,0,0,0,TIP Housing Society - Phase 3,12800000,0,0,1,0,0,TIP Housing Society,0,1,0
500,1,0,0,1,1,1,0,0,Bahria Town - Jasmine Block,44000000,0,0,1,0,0,Bahria Town - Sector C,0,0,1
500,1,0,0,1,1,1,0,1,Valencia - Block H1,45000000,0,0,1,0,0,Valencia Housing Society,0,0,1
500,0,1,1,1,0,0,1,1,Paragon City - Imperial Block,42500000,0,0,1,0,0,Paragon City,0,0,1
500,0,1,0,1,1,0,1,0,Central Park - Block A,16000000,0,0,1,0,0,Central Park Housing Scheme,0,1,0
500,1,0,0,1,1,0,1,0,Nasheman-e-Iqbal Phase 2,20500000,0,0,1,0,0,Nasheman-e-Iqbal,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block P,29000000,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block X,34500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block H,62000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block J,42000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block M,15000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block P,33800000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block P,27000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block P,21500000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,1,1,1,1,0,0,Barki Road,8000000,0,0,1,0,0,Cantt,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block W,49000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,1,0,DHA Phase 6 - Block E,32000000,0,0,1,0,0,DHA Phase 6,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block D,29800000,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
500,0,1,0,0,0,0,1,0,Fazaia Housing Scheme Phase 1,32500000,0,0,1,0,0,Fazaia Housing Scheme,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block C,31500000,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
500,0,1,1,0,1,0,0,0,AWT Phase 1,16500000,0,0,1,0,0,AWT Army Welfare Trust,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block V,37500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,1,0,0,1,0,1,1,0,Bismillah Housing Scheme,32500000,0,0,1,0,0,GT Road,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,38500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block W,54000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,1,0,0,1,0,0,0,0,AWT Phase 1 - Block D,18500000,0,0,1,0,0,AWT Phase 1,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block C,24000000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block A,21200000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,1,0,1,0,1,0,Khayaban-e-Amin - Block Q,8500000,0,0,1,0,0,Khayaban-e-Amin,0,1,0
500,0,1,1,0,1,0,1,0,Khayaban-e-Amin - Block Q,11000000,0,0,1,0,0,Khayaban-e-Amin,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block U,44200000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block T,62500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block P,22500000,0,0,1,0,0,DHA Phase 7,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block X,38000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,1,1,0,0,1,Chinar Bagh - Khyber Block,9500000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Khyber Block,10500000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,0,1,1,1,0,0,AWT Phase 2 - Block B,14500000,0,0,1,0,0,AWT Phase 2,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Rachna Block,11000000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Rachna Block,12800000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Punjab Block,9000000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block Z6,21500000,0,0,1,0,0,DHA Phase 8,0,1,0
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block F,30000000,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block V,33000000,0,0,1,0,0,DHA Phase 7,0,0,1
500,0,1,1,1,1,0,0,1,Chinar Bagh - Punjab Block,8000000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Punjab Block,7600000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Jhelum Block,8200000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,1,1,1,0,0,1,Chinar Bagh - Punjab Block,7800000,0,0,1,0,0,Chinar Bagh,0,1,0
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block V,41500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block S,36000000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,0,1,1,0,DHA Phase 8 - Block W,52500000,0,0,1,0,0,DHA Phase 8,0,0,1
500,0,1,0,1,1,0,0,1,DHA Phase 9 Prism - Block M,15200000,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block B,31500000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block B,32000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block B,31000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block C,30000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block B,28000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,0,1
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block F,27000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,1,0
500,0,1,1,1,0,1,0,1,Fazaia Housing Scheme Phase 1 - Block E,26000000,0,0,1,0,0,Fazaia Housing Scheme Phase 1,0,1,0
500,0,1,0,1,1,1,1,1,DHA Phase 7 - Block R,38500000,0,0,1,0,0,DHA Phase 7,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,36500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,39000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,38500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Block A,22500000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,47500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,1,0,0,0,0,1,Gulshan Abad Sector 2,27000000,0,0,0,0,1,Gulshan Abad,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Block P,17000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,1,0,0,0,1,1,Capital Smart City Overseas Central,5400000,0,0,0,0,1,Capital Smart City,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Block A,24000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,1,0,0,1,1,0,UpCountry Enclosures Society - Block G,8000000,0,0,0,0,1,UpCountry Enclosures Housing Society,0,1,0
500,1,1,0,1,1,1,0,1,Bahria Greens - Overseas Enclave - Sector 6,23500000,0,0,0,0,1,Bahria Greens - Overseas Enclave,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Block A,26000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,42500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 2,58500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 4,49000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 4,45000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 4,51500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Intellectual Village,40000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 4,44000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,49500000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 3,50000000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,1,0,Bahria Town Phase 6,47600000,0,0,0,0,1,Bahria Town Rawalpindi,0,0,1
500,1,1,0,1,1,1,0,0,Bahria Hamlet,20000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,1,0,0,0,0,0,Bahria Town - Precinct 3,5400000,0,0,0,0,1,Bahria Town Phase 8 Extension,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Hamlet,32000000,0,0,0,0,1,Bahria Town Phase 8,0,0,1
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Block A,19000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 - Sector F-4,19500000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 Extension,5500000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,1,1,0,1,1,1,0,0,Bahria Town Phase 8 Extension,6000000,0,0,0,0,1,Bahria Town Phase 8,0,1,0
250,0,0,0,0,0,1,0,1,Hayatabad Phase 6 - F3,33000000,0,0,0,1,0,Hayatabad Phase 6,0,0,1
250,0,0,0,0,0,1,0,0,Regi Model Town Phase 3,12500000,0,0,0,1,0,Regi Model Town,0,1,0
250,0,0,0,0,0,0,1,1,DHA Defence - Sector Prism,15000000,0,0,0,1,0,DHA Defence,0,0,1
250,0,0,0,0,0,0,1,1,DHA Defence - Sector Prism,15500000,0,0,0,1,0,DHA Defence,0,0,1
250,0,0,0,0,0,0,1,1,DHA Defence - Sector Prism,16000000,0,0,0,1,0,DHA Defence,0,0,1
250,0,0,0,0,0,1,1,0,Officers Colony,7000000,0,0,0,1,0,Shami Road,0,1,0
250,0,0,0,0,0,1,1,1,Shah Faisal Town,7000000,0,0,0,1,0,Nasir Bagh Road,0,1,0
